date,construction,manufacturing,retail_trade,total_nonfarm,transportation_warehousing,year,month,manufacturing_yoy_pct,retail_trade_yoy_pct,transportation_warehousing_yoy_pct,construction_yoy_pct,total_nonfarm_yoy_pct,china_imports,export_price_index,import_price_index,manufacturing_ppi,steel_import_price,trade_balance,flag_bush_steel_tariffs,flag_trump_trade_war,flag_covid_supply_crisis,flag_tariff_escalation_2025,tariff_pressure_score
2017-11-01,7068.0,12472.0,15781.5,147372.0,5257.7,2017,11,1.3077735358622444,-0.0272396710968014,3.8086400252724575,3.590795837608085,1.507752285047137,48104.793415,124.6,125.3,191.2,167.3,-45463.0,0,0,0,0,0
2017-12-01,7091.0,12501.0,15740.7,147523.0,5281.9,2017,12,1.436222005842258,-0.4924582453567305,3.629657242637685,4.004106776180705,1.4545279489436511,44439.382241,124.7,125.5,191.3,168.3,-46535.0,0,0,0,0,0
2018-01-01,7093.0,12527.0,15705.1,147660.0,5290.3,2018,1,1.5647802821469048,-1.0552776482743886,4.100828430311498,3.698830409356724,1.3953360617463773,45681.310362,125.6,126.5,192.6,169.3,-46993.0,0,0,0,0,0
2018-02-01,7184.0,12551.0,15753.0,148054.0,5314.3,2018,2,1.6275303643724648,-0.6207653582648853,4.2244405656121975,4.403429734050279,1.5139256476008889,38956.173961,125.8,126.8,193.5,174.6,-48714.0,0,0,0,0,0
2018-03-01,7194.0,12576.0,15771.1,148280.0,5353.1,2018,3,1.7393414772267637,-0.3223339506133849,4.697920945060541,4.23065778035352,1.5825169555388152,38273.829291,126.3,126.5,194.0,177.7,-43514.0,0,1,0,0,1
2018-04-01,7212.0,12595.0,15770.6,148420.0,5373.2,2018,4,1.8436160750384007,-0.2113389015439115,4.710123745493511,4.279930595720072,1.5358303403454787,38227.767574,126.9,127.1,195.3,182.0,-46306.0,0,1,0,0,1
2018-05-01,7274.0,12623.0,15786.1,148742.0,5404.2,2018,5,1.9875575664539011,0.0025339389447376,4.700092994420313,4.948780839705669,1.6136084164503297,43866.578304,127.8,128.2,197.7,188.9,-41635.0,0,1,0,0,1
2018-06-01,7292.0,12656.0,15739.8,148960.0,5425.5,2018,6,2.1468926553672274,-0.2421092660666812,4.804126101066286,4.740017236426319,1.621606871192438,44524.005052,128.0,128.2,198.4,192.9,-44928.0,0,1,0,0,1
2018-07-01,7318.0,12676.0,15723.2,149020.0,5433.4,2018,7,2.3083131557707803,-0.2923401799699299,4.764475637737875,5.022962112514362,1.531627285858339,47009.750007,127.4,128.1,198.5,196.5,-49560.0,0,1,0,0,1
2018-08-01,7347.0,12688.0,15725.1,149277.0,5468.1,2018,8,2.0345798150382066,-0.2391707057121772,5.180041548049563,4.927163667523571,1.6049660016743903,47796.194112,127.3,127.6,198.6,200.4,-49301.0,0,1,0,0,1
2018-09-01,7375.0,12710.0,15684.5,149358.0,5488.6,2018,9,2.145784778590376,-0.4512681205412705,4.948563998623268,5.161842292884633,1.5985524597300849,49938.049895,127.3,127.7,198.9,203.5,-50245.0,0,1,0,0,1
2018-10-01,7389.0,12731.0,15641.5,149527.0,5516.9,2018,10,2.1995665087902294,-0.6794297869638366,5.1378804337468775,5.091736595078933,1.6160490387294502,52081.070497,127.9,128.3,200.4,202.2,-52160.0,0,1,0,0,1
2018-11-01,7386.0,12741.0,15685.5,149617.0,5536.1,2018,11,2.1568313021167462,-0.6083071951335395,5.295091009376729,4.4991511035653575,1.523355861357656,46344.570969,126.9,126.2,198.4,205.2,-49143.0,0,1,0,0,1
2018-12-01,7396.0,12761.0,15635.3,149809.0,5521.6,2018,12,2.079833613310944,-0.6696017330868442,4.538139684583209,4.301226907347333,1.5495888776665412,45814.858502,126.1,124.4,195.2,203.9,-54997.0,0,1,0,0,1
2019-01-01,7425.0,12790.0,15617.4,150060.0,5587.6,2019,1,2.099465155264624,-0.5584173294025607,5.619719108557164,4.680671084167498,1.6253555465258085,41302.50818,125.3,124.6,194.3,201.7,-48785.0,0,1,0,0,1
2019-02-01,7395.0,12782.0,15586.7,150067.0,5571.9,2019,2,1.8404907975460016,-1.0556719355043431,4.847298797583877,2.937082405345204,1.3596390506166678,33027.758098,126.1,125.9,195.4,195.3,-47570.0,0,1,0,0,1
2019-03-01,7425.0,12788.0,15574.1,150295.0,5584.7,2019,3,1.6857506361323216,-1.2491202262365997,4.326465038949379,3.2110091743119185,1.358915565147023,31078.662933,127.0,126.6,197.4,195.7,-48154.0,0,1,0,0,1
2019-04-01,7468.0,12785.0,15571.6,150591.0,5617.2,2019,4,1.5085351329892749,-1.2618416547246158,4.541055609320321,3.54963948973932,1.4627408705026212,34499.454932,127.1,126.8,199.2,191.8,-49769.0,0,1,0,0,1
2019-05-01,7478.0,12778.0,15554.2,150618.0,5639.1,2019,5,1.2279172938287175,-1.469013879298875,4.346619296103049,2.804509210888084,1.2612443022145703,39023.881706,126.7,127.0,199.1,189.3,-51047.0,0,1,0,0,1
2019-06-01,7502.0,12787.0,15533.2,150838.0,5675.2,2019,6,1.0350821744627092,-1.3125960939783132,4.602340798083127,2.8798683488754806,1.2607411385606948,38732.97518,126.0,125.6,197.0,184.6,-48703.0,0,1,0,0,1
2019-07-01,7526.0,12790.0,15533.3,150937.0,5687.8,2019,7,0.8993373303881391,-1.2077694108069692,4.682151139249835,2.842306641158787,1.2864045094618248,41237.166159,126.2,125.6,197.5,178.8,-48436.0,0,1,0,0,1
2019-08-01,7530.0,12789.0,15516.7,151169.0,5695.8,2019,8,0.7960277427490503,-1.3252697916070422,4.164152082076034,2.490812576561852,1.267442405728958,40955.642945,125.5,124.9,196.4,175.5,-48676.0,0,1,0,0,1
2019-09-01,7547.0,12787.0,15526.5,151365.0,5710.2,2019,9,0.6058221872541347,-1.0073639580477578,4.037459461429127,2.332203389830512,1.3437512553730049,39866.673154,125.1,125.0,195.9,174.2,-44400.0,0,1,0,0,1
2019-10-01,7553.0,12733.0,15527.2,151460.0,5717.5,2019,10,0.015709685020826,-0.730748329763764,3.636099983686503,2.2195154960075847,1.2927431166277703,39794.889454,125.1,124.5,196.6,171.9,-41305.0,0,1,0,0,1
2019-11-01,7541.0,12777.0,15509.6,151667.0,5735.9,2019,11,0.282552389922297,-1.121417870007324,3.609038854066937,2.098564852423501,1.3701651550291682,36172.914882,125.2,124.7,196.5,167.0,-38786.0,0,1,0,0,1
2019-12-01,7527.0,12760.0,15550.1,151794.0,5760.3,2019,12,-0.0078363764595246,-0.5449207882163964,4.323022312373226,1.7712276906435953,1.325020526136611,33418.149084,125.0,125.0,196.4,163.7,-43639.0,0,1,0,0,1
